loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
3500,3500,3500.0, 36 months,  6.67%,107.55,A,A2,,,OWN,30000.0,Not Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,331xx,FL,39.56,0,Aug-2002,0,,,10,0,5975,20.1%,30,w,1043.06,1043.06,2793.71,2793.71,2456.94,336.77,0.0,0.0,0.0,Jan-2021,107.55,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,46721,0,3,1,2,9.0,40746,79.0,2,4,1669,57.0,29800,0,0,0,6,4672.0,12731.0,11.6,0,0,97.0,194,7,7,0,7.0,,18.0,,0,1,3,3,11,6,7,24,3,10,0.0,0,0,3,100.0,0.0,0,0,81454,46721,14400,51654,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
9000,9000,9000.0, 36 months, 15.02%,312.08,C,C3,Engineering Tech Specialist,9 years,RENT,70000.0,Not Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,982xx,WA,20.61,0,Mar-2012,0,,101.0,5,1,12435,99.5%,7,w,2916.14,2916.14,8114.08,8114.08,6083.86,2030.22,0.0,0.0,0.0,Jan-2021,312.08,Feb-2021,Nov-2018,0,,1,Individual,,,,0,0,39003,0,4,0,2,15.0,26568,52.0,0,0,0,62.0,12500,0,4,0,2,7801.0,,,0,0,80.0,78,41,15,0,,,16.0,,0,0,1,0,1,5,1,2,1,5,0.0,0,0,0,100.0,,1,0,63339,39003,0,50839,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
40000,40000,40000.0, 60 months, 12.73%,904.61,B,B5,Electrician ,10+ years,MORTGAGE,80000.0,Verified,Oct-2018,Current,n,,,debt_consolidation,Debt consolidation,028xx,RI,27.6,0,Oct-2001,0,,,9,0,45364,69.7%,21,w,25725.29,25725.29,23505.38,23505.38,14274.71,9230.67,0.0,0.0,0.0,Jan-2021,0.0,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,332149,1,2,1,2,8.0,45342,88.0,1,2,9589,78.0,65100,1,1,8,4,36905.0,12609.0,56.1,0,0,204.0,189,3,3,3,3.0,,8.0,,0,3,5,3,7,5,6,13,5,9,0.0,0,0,2,100.0,66.7,0,0,395123,90706,28700,51585,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
35000,35000,35000.0, 36 months, 15.02%,1213.63,C,C3,Software engineer,< 1 year,RENT,95000.0,Not Verified,Nov-2018,Current,n,,,credit_card,Credit card refinancing,731xx,OK,14.92,0,Jun-2015,0,,,11,0,15275,49.3%,11,w,15414.78,15414.78,27886.4,27886.4,19585.22,8301.18,0.0,0.0,0.0,Jan-2021,1213.63,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,50220,1,2,0,2,13.0,34941,84.0,0,4,5953,68.0,31000,8,0,0,7,4565.0,12006.0,55.5,0,0,13.0,41,14,6,0,14.0,,13.0,,0,5,6,6,6,2,8,8,6,11,0.0,0,0,1,100.0,16.7,0,0,74222,50220,27000,41677,,,,,,,,,,,,N,DR02INTV01,UNEMPLOYMENT,COMPLETE,2.0,1213.63,Jul-2020,Sep-2020,Jul-2020,2.0,0.0,,578.8250099999998,15434.08,1213.63,N,,,,,,
5000,5000,5000.0, 36 months, 10.33%,162.12,B,B1,Facility service rep,2 years,RENT,120000.0,Not Verified,Nov-2018,Charged Off,n,,,debt_consolidation,Debt consolidation,924xx,CA,14.59,0,Jul-2008,1,,,13,0,15368,41.6%,29,w,0.0,0.0,1586.12,1586.12,730.02,239.83,0.0,616.27,110.9286,May-2019,162.12,,Jan-2021,0,,1,Individual,,,,0,0,84916,0,4,1,2,11.0,69548,80.0,0,0,6151,62.0,36900,2,1,3,2,7720.0,11698.0,54.3,0,0,82.0,124,33,11,2,33.0,,3.0,,0,4,6,4,8,6,9,21,6,13,0.0,0,0,1,100.0,75.0,0,0,112309,84916,25600,75409,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
35000,35000,35000.0, 36 months, 15.02%,1213.63,C,C3,Operations Manager,10+ years,MORTGAGE,70000.0,Not Verified,Oct-2018,Current,n,,,debt_consolidation,Debt consolidation,774xx,TX,42.83,1,Mar-2003,0,23.0,,24,0,34406,73.7%,50,w,12399.38,12399.38,30837.22,30837.22,22600.62,8236.6,0.0,0.0,0.0,Jan-2021,1213.63,Feb-2021,Jan-2021,0,,1,Joint App,170000.0,21.47,Not Verified,0,0,174224,0,2,1,3,9.0,47853,82.0,0,0,6245,76.0,46700,0,2,0,3,7259.0,1033.0,94.6,0,0,151.0,95,28,9,2,50.0,,,23.0,0,6,17,6,7,25,19,22,17,24,0.0,0,0,1,98.0,100.0,0,0,232494,86396,19000,52928,52120.0,Mar-2003,0.0,2.0,17.0,85.9,1.0,16.0,0.0,0.0,,N,DR02INTV01,REDUCED_HOURS,COMPLETE,3.0,1213.63,Jun-2020,Sep-2020,Jul-2020,3.0,0.0,,465.59709,12482.17,1213.63,N,,,,,,
15000,15000,15000.0, 36 months, 10.47%,487.33,B,B2,Master Trade Specialist,10+ years,MORTGAGE,61800.0,Not Verified,Oct-2018,Fully Paid,n,,,other,Other,751xx,TX,17.84,0,Sep-2006,0,,,8,0,889,12%,23,w,0.0,0.0,15720.4320702994,15720.43,15000.0,720.43,0.0,0.0,0.0,Mar-2019,13353.57,,Jan-2021,0,,1,Joint App,89800.0,12.28,Not Verified,0,0,145605,2,4,2,4,5.0,23055,59.0,0,0,119,52.0,7400,2,4,2,5,18201.0,3581.0,3.2,0,0,145.0,76,47,5,2,53.0,,7.0,,0,1,2,1,4,15,3,6,2,8,0.0,0,0,3,100.0,0.0,0,0,170209,23944,3700,38809,20279.0,Mar-2012,0.0,2.0,6.0,18.9,3.0,2.0,0.0,0.0,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000.0, 60 months, 16.14%,243.93,C,C4,Senior Accounting Assistant,10+ years,MORTGAGE,52000.0,Not Verified,Oct-2018,Current,n,,,credit_card,Credit card refinancing,146xx,NY,29.73,0,Sep-1993,0,52.0,,10,0,12459,96.6%,21,w,6620.05,6620.05,6342.18,6342.18,3379.95,2962.23,0.0,0.0,0.0,Jan-2021,0.0,Feb-2021,Jan-2021,0,70.0,1,Individual,,,,0,0,172168,1,4,1,4,1.0,45144,82.0,0,1,1230,85.0,12900,1,9,0,5,17217.0,127.0,92.5,0,0,137.0,123,13,1,3,13.0,,13.0,64.0,1,2,5,2,2,10,5,8,5,10,0.0,0,0,1,76.2,100.0,0,0,182774,57603,1700,54875,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
7000,7000,7000.0, 36 months,  7.02%,216.21,A,A2,Teacher,10+ years,MORTGAGE,60000.0,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,793xx,TX,2.86,0,Jun-1997,0,,,9,0,7118,32.4%,24,w,2296.67,2296.67,5407.98,5407.98,4703.33,704.65,0.0,0.0,0.0,Jan-2021,216.21,Feb-2021,Jan-2021,0,,1,Joint App,108000.0,8.0,,0,0,7118,0,0,0,1,16.0,0,,1,1,4578,32.0,22000,1,0,0,2,791.0,5582.0,56.0,0,0,101.0,258,12,12,1,12.0,,14.0,,0,3,3,4,5,6,9,17,3,9,0.0,0,0,1,100.0,50.0,0,0,22000,7118,12700,0,17969.0,Jan-2002,1.0,0.0,7.0,63.5,1.0,21.0,0.0,0.0,,N,,,,,,,,,,,,,,,N,,,,,,
5000,5000,5000.0, 36 months, 10.08%,161.53,B,B1,Industrial Hygienist,4 years,RENT,50000.0,Not Verified,Oct-2018,Current,n,,,credit_card,Credit card refinancing,210xx,MD,15.31,0,Aug-2009,0,40.0,,5,0,3285,57.6%,10,w,1394.31,1394.31,4355.71,4355.71,3605.69,750.02,0.0,0.0,0.0,Jan-2021,161.53,Feb-2021,Jan-2021,0,43.0,1,Individual,,,,0,98,89664,0,3,0,0,26.0,86379,92.0,0,0,3285,87.0,5700,0,0,0,0,17933.0,215.0,93.9,0,0,109.0,81,31,26,0,31.0,43.0,,40.0,1,1,1,1,2,7,2,3,1,5,0.0,0,0,0,70.0,100.0,0,0,84964,89664,3500,79264,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
20000,20000,20000.0, 60 months, 22.35%,556.37,D,D5,Jailer,1 year,RENT,36176.0,Not Verified,Oct-2018,Charged Off,n,,,debt_consolidation,Debt consolidation,773xx,TX,18.38,0,Dec-2002,0,,,9,0,20158,38%,11,w,0.0,0.0,5503.39,5503.39,954.24,1802.78,0.0,2746.37,494.3466,Mar-2019,556.37,,Sep-2019,0,,1,Individual,,,,0,0,20158,1,0,0,0,,0,,3,3,5338,38.0,53100,0,0,1,3,2240.0,30445.0,39.7,0,0,,189,3,3,0,3.0,,0.0,,0,7,8,8,10,0,9,11,8,9,0.0,0,0,3,100.0,50.0,0,0,53100,20158,50500,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
25000,25000,25000.0, 36 months, 13.56%,849.11,C,C1,RN,4 years,RENT,80000.0,Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,802xx,CO,12.74,0,May-2006,0,,,8,0,30888,92%,19,w,7994.73,7994.73,22029.78,22029.78,17005.27,5024.51,0.0,0.0,0.0,Jan-2021,849.11,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,30888,0,0,0,0,,0,0.0,0,0,7765,92.0,33600,0,0,1,0,3861.0,4667.0,93.0,0,0,,150,28,28,0,29.0,,9.0,,0,6,8,8,8,0,8,19,8,8,,0,0,0,100.0,83.3,0,0,33600,30888,28000,0,,,,,,,,,,,,,,,,,849.11,,,,,,,271.02132,8021.84,849.11,N,,,,,,
10000,10000,10000.0, 36 months,  8.46%,315.5,A,A5,Lead Massage Therapist,3 years,RENT,65000.0,Not Verified,Oct-2018,Current,n,,,credit_card,Credit card refinancing,327xx,FL,12.63,0,Jan-2008,0,26.0,,9,0,10858,44.1%,14,w,3405.87,3405.87,7882.8,7882.8,6594.13,1288.67,0.0,0.0,0.0,Jan-2021,315.5,Feb-2021,Jan-2021,0,81.0,1,Individual,,,,0,0,19454,0,1,0,0,43.0,8596,41.0,2,3,4997,43.0,24600,0,0,0,3,2162.0,12217.0,42.4,0,0,128.0,120,9,9,0,9.0,26.0,,26.0,2,4,6,5,6,4,8,10,6,9,0.0,0,0,2,69.2,20.0,0,0,45629,19454,21200,21029,,,,,,,,,,,,N,CVD19SKIP,INCOMECURT,COMPLETE,2.0,0.0,Apr-2020,Jun-2020,May-2020,2.0,0.0,ACTIVE,74.95,5324.27,315.5,N,,,,,,
14000,14000,14000.0, 60 months, 16.91%,347.26,C,C5,Operations Coordinator ,10+ years,RENT,70000.0,Source Verified,Oct-2018,Current,n,,,credit_card,Credit card refinancing,070xx,NJ,28.65,1,Apr-2005,0,16.0,,19,0,17130,40.1%,27,w,9886.84,9886.84,8668.35,8668.35,4113.16,4555.19,0.0,0.0,0.0,Jan-2021,347.26,Feb-2021,Jan-2021,0,40.0,1,Individual,,,,0,0,41166,0,3,0,1,21.0,24036,47.0,0,2,4826,44.0,42700,0,1,0,3,2167.0,11310.0,59.2,0,0,162.0,154,17,17,0,17.0,40.0,21.0,16.0,1,8,9,8,9,8,16,19,9,19,0.0,0,0,0,92.6,62.5,0,0,93540,41166,27700,50840,,,,,,,,,,,,N,CVD19SKIP,INCOMECURT,COMPLETE,2.0,0.0,Apr-2020,Jun-2020,Apr-2020,2.0,0.0,ACTIVE,314.01,11256.82,347.26,N,,,,,,
8000,8000,8000.0, 36 months, 15.02%,277.41,C,C3,Food service worker,5 years,OWN,26000.0,Source Verified,Dec-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,960xx,CA,13.02,0,Jul-2006,0,,72.0,8,1,6563,47.6%,9,w,0.0,0.0,9301.2,9301.2,8000.0,1301.2,0.0,0.0,0.0,Jul-2020,914.5,,Aug-2020,0,,1,Individual,,,,0,0,44616,0,1,0,0,149.0,38053,,1,4,3264,48.0,13800,0,0,0,4,5577.0,4242.0,59.6,0,0,149.0,51,11,11,0,11.0,,15.0,,0,2,3,2,2,1,7,8,3,8,0.0,0,0,1,100.0,50.0,1,0,36528,44616,10500,22728,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
20000,20000,20000.0, 60 months, 26.31%,602.49,E,E4,Network Engineer,2 years,RENT,84000.0,Not Verified,Oct-2018,Current,n,,,debt_consolidation,Debt consolidation,342xx,FL,19.63,0,Mar-1997,0,,,15,0,22891,74.8%,19,w,14046.03,14046.03,16208.76,16208.76,5953.97,10254.79,0.0,0.0,0.0,Jan-2021,602.49,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,46446,0,5,0,0,25.0,23555,51.0,0,6,8556,61.0,30600,0,2,0,6,3573.0,3209.0,87.7,0,0,164.0,259,14,14,0,14.0,,15.0,,3,5,5,8,8,8,10,11,5,15,0.0,0,0,0,100.0,66.7,0,0,76419,46446,26100,45819,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
11000,11000,11000.0, 36 months, 14.47%,378.47,C,C2,Service Manager,10+ years,MORTGAGE,55000.0,Source Verified,Oct-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,975xx,OR,21.86,0,Mar-2007,0,,,14,0,17828,69.1%,20,w,0.0,0.0,13082.04,13082.04,11000.0,2082.04,0.0,0.0,0.0,Jul-2020,5864.57,,Jul-2020,0,,1,Individual,,,,0,0,160221,1,2,2,2,6.0,17849,88.0,2,7,5330,77.0,25800,0,2,0,9,11444.0,4601.0,79.0,0,0,133.0,139,7,6,1,7.0,,,,0,9,11,9,11,3,11,16,11,14,0.0,0,0,4,100.0,44.4,0,0,195402,35677,21900,20356,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
20000,20000,20000.0, 60 months, 19.92%,528.99,D,D3,,,RENT,18000.0,Verified,Dec-2018,Current,n,,,other,Other,019xx,MA,55.27,0,Apr-1986,2,25.0,,9,0,9439,45.2%,11,w,13957.16,13957.16,13202.62,13202.62,6042.84,7159.78,0.0,0.0,0.0,Jan-2021,528.99,Feb-2021,Jan-2021,0,,1,Joint App,114000.0,17.91,Verified,0,0,19138,0,1,0,0,51.0,9699,39.0,1,3,7444,42.0,20900,0,0,2,3,2126.0,4432.0,67.9,0,0,101.0,392,7,7,0,16.0,,1.0,25.0,0,3,5,3,3,2,8,9,5,9,0.0,0,0,1,90.9,66.7,0,0,45870,19138,13800,24970,33934.0,Apr-1986,0.0,0.0,5.0,77.6,2.0,4.0,0.0,0.0,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000.0, 60 months, 15.02%,238.01,C,C3,General Manager ,10+ years,MORTGAGE,70000.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,191xx,PA,15.06,1,Aug-2005,0,14.0,,5,0,1530,26.8%,24,w,6711.58,6711.58,5933.56,5933.56,3288.42,2645.14,0.0,0.0,0.0,Jan-2021,238.01,Feb-2021,Jan-2021,0,51.0,1,Individual,,,,0,5581,161118,0,1,0,0,28.0,3399,22.0,0,1,1311,24.0,5700,2,0,1,1,32224.0,1489.0,46.8,0,0,131.0,160,18,18,1,123.0,51.0,6.0,51.0,5,1,3,1,9,4,3,19,3,5,0.0,0,0,0,75.0,0.0,0,0,216391,4929,2800,15296,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
10000,10000,10000.0, 36 months, 15.02%,346.76,C,C3,Quality Inspector,6 years,MORTGAGE,66454.0,Not Verified,Dec-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,462xx,IN,24.49,0,Jun-2005,0,55.0,,7,0,6856,97.9%,19,w,0.0,0.0,10871.3546355694,10871.35,10000.0,871.35,0.0,0.0,0.0,Jul-2019,8799.13,,Aug-2019,0,55.0,1,Individual,,,,0,0,182782,2,5,4,5,2.0,30014,66.0,0,0,6856,70.0,7000,0,13,0,5,26112.0,144.0,97.9,0,0,162.0,46,27,2,6,46.0,,,,1,1,1,1,1,10,1,3,1,7,0.0,0,0,4,82.4,100.0,0,0,205013,36870,7000,45646,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
17000,17000,17000.0, 60 months,  6.11%,329.53,A,A1,Escrow asst ,< 1 year,MORTGAGE,120000.0,Source Verified,Oct-2018,Charged Off,n,,,credit_card,Credit card refinancing,765xx,TX,6.75,0,Dec-1999,0,,,12,0,24012,41.1%,22,w,0.0,0.0,3341.36,3341.36,2485.25,839.63,16.48,0.0,0.0,Aug-2019,329.53,,Jan-2021,0,,1,Individual,,,,0,0,329130,2,2,0,1,23.0,5675,90.0,4,6,17203,46.0,58400,0,0,1,8,29921.0,12409.0,63.8,0,0,108.0,225,4,4,2,4.0,,7.0,,0,2,3,4,4,8,9,12,3,12,0.0,0,0,4,100.0,25.0,0,0,375384,29687,34300,6334,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
3200,3200,3200.0, 36 months, 13.56%,108.69,C,C1,,4 years,RENT,32000.0,Source Verified,Dec-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,331xx,FL,18.57,0,Apr-2014,0,,,7,0,10493,43.7%,7,w,0.0,0.0,3751.7446492677,3751.74,3200.0,551.74,0.0,0.0,0.0,Jan-2021,296.43,,Jan-2021,0,,1,Individual,,,,0,0,16679,0,1,0,0,27.0,6186,51.0,0,2,4787,46.0,24000,0,2,0,2,2383.0,4215.0,56.5,0,0,27.0,56,22,22,0,23.0,,,,0,2,6,2,2,1,6,6,6,7,0.0,0,0,0,100.0,50.0,0,0,36066,16679,9700,12066,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
3000,3000,3000.0, 36 months, 11.80%,99.36,B,B4,Environmental Health Manager,10+ years,MORTGAGE,50000.0,Source Verified,Nov-2018,Charged Off,n,,,home_improvement,Home improvement,807xx,CO,29.64,1,Feb-2000,0,6.0,,6,0,5464,92.6%,18,w,0.0,0.0,196.75,196.75,140.41,56.34,0.0,0.0,0.0,Jan-2019,99.36,,Dec-2020,0,,1,Individual,,,,0,0,199980,0,3,1,2,12.0,43478,65.0,0,0,4854,72.0,5900,0,9,0,3,33330.0,46.0,99.1,0,0,141.0,225,64,12,4,89.0,,,,0,1,2,1,1,10,2,4,2,6,0.0,0,0,1,94.4,100.0,0,0,214660,48942,4900,54813,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
9000,9000,9000.0, 36 months,  7.84%,281.37,A,A4,Account Manager ,< 1 year,MORTGAGE,50000.0,Source Verified,Oct-2018,Current,n,,,credit_card,Credit card refinancing,273xx,NC,6.79,0,Sep-2003,0,61.0,,4,0,16221,38.9%,7,w,2451.3,2451.3,7593.07,7593.07,6548.7,1044.37,0.0,0.0,0.0,Jan-2021,281.37,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,161844,1,0,0,0,,0,,1,1,8382,39.0,41700,0,0,0,1,40461.0,25479.0,38.9,0,0,,181,6,6,2,6.0,,,61.0,0,3,3,3,3,0,3,5,3,4,0.0,0,0,1,85.7,66.7,0,0,213530,16221,41700,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
20000,20000,20000.0, 36 months, 16.14%,704.53,C,C4,Quality/Safety Manager,1 year,MORTGAGE,55000.0,Not Verified,Oct-2018,Charged Off,n,,,debt_consolidation,Debt consolidation,799xx,TX,31.53,1,Apr-2002,1,15.0,,13,0,23152,91.5%,52,w,0.0,0.0,10982.78,10982.78,5126.38,2704.16,0.0,3152.24,567.4032,Sep-2019,704.53,,Nov-2019,0,41.0,1,Joint App,140000.0,18.25,Not Verified,0,0,293341,1,5,4,5,2.0,92929,69.0,0,0,3399,75.0,25300,0,13,8,5,22565.0,166.0,98.1,0,0,182.0,197,27,2,2,34.0,32.0,0.0,15.0,0,4,7,4,11,25,7,25,7,13,0.0,0,0,4,84.6,100.0,0,0,340168,116081,8600,114418,29201.0,May-2000,0.0,2.0,16.0,85.3,7.0,21.0,0.0,0.0,41.0,N,,,,,,,,,,,,,,,N,,,,,,
12000,12000,12000.0, 36 months,  7.84%,375.16,A,A4,Laboratory Technician,1 year,RENT,50000.0,Not Verified,Oct-2018,Current,n,,,medical,Medical expenses,945xx,CA,26.36,0,Jan-2007,0,41.0,,13,0,3802,10.1%,27,w,3619.82,3619.82,9748.93,9748.93,8380.18,1368.75,0.0,0.0,0.0,Jan-2021,0.0,Feb-2021,Jan-2021,0,,1,Joint App,110000.0,18.95,Not Verified,0,0,43585,1,3,0,2,18.0,39783,67.0,1,2,2534,45.0,37500,1,1,0,4,3353.0,25798.0,12.8,0,0,101.0,141,4,4,0,4.0,,18.0,41.0,0,3,3,6,11,8,10,19,3,13,0.0,0,0,1,96.2,0.0,0,0,97317,43585,29600,59817,15508.0,Nov-2015,0.0,0.0,11.0,51.8,1.0,10.0,0.0,0.0,,N,,,,,,,,,,,,,,,N,,,,,,
20000,20000,20000.0, 60 months, 10.47%,429.59,B,B2,CMA,8 years,MORTGAGE,35000.0,Verified,Oct-2018,Current,n,,,debt_consolidation,Debt consolidation,875xx,NM,28.88,0,Nov-2008,0,,,6,0,8664,40.7%,8,w,11695.73,11695.73,12058.94,12058.94,8304.27,3754.67,0.0,0.0,0.0,Jan-2021,429.59,Feb-2021,Jan-2021,0,,1,Joint App,68000.0,20.59,Verified,0,0,287675,0,1,0,1,18.0,33345,,0,0,8651,41.0,21300,2,0,3,2,47946.0,12636.0,40.7,0,0,43.0,119,34,12,1,34.0,,3.0,,0,2,2,4,5,2,4,5,2,6,0.0,0,0,1,100.0,0.0,0,0,313430,42009,21300,41259,23924.0,Aug-2000,0.0,2.0,9.0,59.7,1.0,11.0,0.0,0.0,76.0,N,,,,,,,,,,,,,,,N,,,,,,
30000,30000,30000.0, 60 months, 13.56%,691.23,C,C1,Operating Budget Manager,10+ years,OWN,95000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,150xx,PA,20.76,1,Oct-1982,2,19.0,,18,0,25397,40.2%,37,w,19890.0,19890.0,17258.15,17258.15,10110.0,7148.15,0.0,0.0,0.0,Jan-2021,691.23,Feb-2021,Jan-2021,0,,1,Individual,,,,0,0,84361,0,3,0,3,14.0,58964,64.0,2,6,4947,49.0,63200,2,0,3,9,4687.0,21813.0,38.6,0,0,122.0,434,8,8,1,10.0,,1.0,,0,6,12,8,16,11,15,25,12,18,0.0,0,0,2,97.3,37.5,0,0,135410,84361,35500,72210,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
15000,15000,15000.0, 36 months,  8.19%,471.37,A,A4,Officer,10+ years,MORTGAGE,165000.0,Not Verified,Dec-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,967xx,HI,4.47,0,Jun-2006,0,,,2,0,927,23.8%,6,w,0.0,0.0,15363.496956635601,15363.5,15000.0,363.5,0.0,0.0,0.0,Mar-2019,14410.51,,Mar-2020,0,,1,Individual,,,,0,0,14668,0,1,0,0,38.0,13741,43.0,0,0,927,41.0,3900,0,0,0,0,7334.0,2973.0,23.8,0,0,45.0,150,33,33,0,103.0,,,,0,1,1,1,4,2,1,4,1,2,0.0,0,0,0,100.0,0.0,0,0,36011,14668,3900,32111,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
18000,18000,18000.0, 60 months, 13.56%,414.74,C,C1,Owner,5 years,RENT,85000.0,Not Verified,Nov-2018,Charged Off,n,,,debt_consolidation,Debt consolidation,900xx,CA,25.78,0,Jan-1988,0,63.0,,20,0,5279,20%,31,w,0.0,0.0,5779.24,5779.24,3118.61,2660.63,0.0,0.0,0.0,Feb-2020,0.0,,Dec-2020,0,,1,Individual,,,,0,0,179052,1,5,1,2,12.0,173773,57.0,2,2,4645,43.0,26400,1,0,0,4,13773.0,15810.0,24.0,0,0,188.0,204,4,4,0,4.0,63.0,13.0,63.0,0,2,4,5,7,16,9,11,4,20,0.0,0,0,3,96.7,20.0,0,0,199069,179052,20800,172669,,,,,,,,,,,,,,,,,414.74,,,,,,,0.0,0.0,414.74,N,,,,,,
11600,11600,11600.0, 36 months, 14.47%,399.12,C,C2,Teacher,5 years,RENT,60000.0,Not Verified,Nov-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,103xx,NY,28.02,0,Aug-2009,0,25.0,,18,0,12381,48.2%,28,w,0.0,0.0,13559.09,13559.09,11600.0,1959.09,0.0,0.0,0.0,May-2020,6830.0,,Sep-2020,0,,1,Individual,,,,0,0,91806,0,13,2,2,7.0,79425,105.0,0,1,7781,91.0,25700,1,1,2,3,5100.0,8819.0,58.4,0,0,111.0,86,17,7,0,28.0,25.0,7.0,25.0,0,3,3,3,3,23,5,5,3,18,0.0,0,0,2,96.3,33.3,0,0,101337,91806,21200,75637,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,
